LIBOR_date,LIBOR_price,OIS_date,OIS_price,Oil_date,Oil_price,US_equity_index_date,US_equity_index,US10Y_date,US10Y_yield,USD_trade_weighted_date,USD_trade_weighted_index
11/15/2005,4.35,10/14/2005,4.082,11/29/2005,56.5,11/18/2005,1248.27,10/14/2005,4.4793,11/18/2005,92.68
11/16/2005,4.36813,10/17/2005,4.08,11/30/2005,57.32,11/21/2005,1254.85,10/17/2005,4.4934,11/21/2005,92.54
11/17/2005,4.37,10/18/2005,4.085,12/1/2005,58.47,11/22/2005,1261.23,10/18/2005,4.4694,11/22/2005,92.52
11/18/2005,4.3725,10/19/2005,4.093,12/2/2005,59.32,11/23/2005,1265.61,10/19/2005,4.4594,11/23/2005,92.16
11/21/2005,4.38,10/20/2005,4.107,12/5/2005,59.91,11/25/2005,1268.25,10/20/2005,4.4295,11/25/2005,92.42
11/22/2005,4.39375,10/21/2005,4.108,12/6/2005,59.94,11/28/2005,1257.46,10/21/2005,4.3837,11/28/2005,92.08
11/23/2005,4.39,10/24/2005,4.12,12/7/2005,59.21,11/29/2005,1257.48,10/24/2005,4.4436,11/29/2005,92.18
11/24/2005,4.4,10/25/2005,4.1305,12/8/2005,60.66,11/30/2005,1249.48,10/25/2005,4.5341,11/30/2005,92.35
11/25/2005,4.40063,10/26/2005,4.1475,12/9/2005,59.39,12/1/2005,1264.67,10/26/2005,4.5827,12/1/2005,92.36
11/28/2005,4.40625,10/27/2005,4.156,12/12/2005,61.3,12/2/2005,1265.08,10/27/2005,4.5463,12/2/2005,92.22
11/29/2005,4.41,10/28/2005,4.167,12/13/2005,61.37,12/5/2005,1262.09,10/28/2005,4.5648,12/5/2005,91.96
11/30/2005,4.42,10/31/2005,4.17,12/14/2005,60.85,12/6/2005,1263.7,10/31/2005,4.5506,12/6/2005,91.87
12/1/2005,4.44,11/1/2005,4.1745,12/15/2005,59.99,12/7/2005,1257.37,11/1/2005,4.5629,12/7/2005,92.11
12/2/2005,4.44688,11/2/2005,4.19,12/16/2005,58.06,12/8/2005,1255.84,11/2/2005,4.6036,12/8/2005,91.79
12/5/2005,4.45,11/3/2005,4.2,12/19/2005,57.34,12/9/2005,1259.37,11/3/2005,4.6465,12/9/2005,92.01
12/6/2005,4.45688,11/4/2005,4.201,12/20/2005,57.98,12/12/2005,1260.43,11/4/2005,4.659,12/12/2005,91.5
12/7/2005,4.46,11/7/2005,4.213,12/21/2005,58.56,12/13/2005,1267.43,11/7/2005,4.6223,12/13/2005,91.61
12/8/2005,4.48,11/8/2005,4.213,12/22/2005,58.28,12/14/2005,1272.74,11/8/2005,4.5512,12/14/2005,91.05
12/9/2005,4.48,11/9/2005,4.238,12/23/2005,58.43,12/15/2005,1270.94,11/9/2005,4.6388,12/15/2005,91.2
12/12/2005,4.48875,11/10/2005,4.242,12/27/2005,58.16,12/16/2005,1267.32,11/10/2005,4.5535,12/16/2005,91.07
12/13/2005,4.49125,11/11/2005,4.246,12/28/2005,59.82,12/19/2005,1259.92,11/11/2005,4.5333,12/19/2005,91.17
12/14/2005,4.49125,11/14/2005,4.251,12/29/2005,60.32,12/20/2005,1259.62,11/14/2005,4.6043,12/20/2005,91.73
12/15/2005,4.49688,11/15/2005,4.258,12/30/2005,61.04,12/21/2005,1262.79,11/15/2005,4.5569,12/21/2005,91.74
12/16/2005,4.5,11/16/2005,4.2675,1/3/2006,63.14,12/22/2005,1268.12,11/16/2005,4.4706,12/22/2005,91.51
12/19/2005,4.5,11/17/2005,4.273,1/4/2006,63.42,12/23/2005,1268.66,11/17/2005,4.4569,12/23/2005,91.54
12/20/2005,4.50125,11/18/2005,4.283,1/5/2006,62.79,12/27/2005,1256.54,11/18/2005,4.4881,12/27/2005,91.83
12/21/2005,4.50375,11/21/2005,4.283,1/6/2006,64.21,12/28/2005,1258.17,11/21/2005,4.4588,12/28/2005,91.83
12/22/2005,4.51938,11/22/2005,4.2875,1/9/2006,63.5,12/29/2005,1254.42,11/22/2005,4.4256,12/29/2005,91.7
12/23/2005,4.52063,11/23/2005,4.295,1/10/2006,63.37,12/30/2005,1248.29,11/23/2005,4.47,12/30/2005,91.71
12/28/2005,4.52688,11/24/2005,4.294,1/11/2006,63.94,1/3/2006,1268.8,11/24/2005,4.47,1/3/2006,91
12/29/2005,4.53,11/25/2005,4.296,1/12/2006,63.94,1/4/2006,1273.46,11/25/2005,4.4274,1/4/2006,90.45
12/30/2005,4.53625,11/28/2005,4.302,1/13/2006,63.92,1/5/2006,1273.48,11/28/2005,4.404,1/5/2006,90.55
1/3/2006,4.54438,11/29/2005,4.3125,1/17/2006,66.31,1/6/2006,1285.45,11/29/2005,4.4743,1/6/2006,90.2
1/4/2006,4.54063,11/30/2005,4.3185,1/18/2006,65.73,1/9/2006,1290.15,11/30/2005,4.484,1/9/2006,90.4
1/5/2006,4.55,12/1/2005,4.3425,1/19/2006,66.83,1/10/2006,1289.69,12/1/2005,4.5135,1/10/2006,90.39
1/6/2006,4.55,12/2/2005,4.348,1/20/2006,68.35,1/11/2006,1294.18,12/2/2005,4.5115,1/11/2006,90.12
1/9/2006,4.56,12/5/2005,4.356,1/23/2006,68.1,1/12/2006,1286.06,12/5/2005,4.5687,1/12/2006,90.25
1/10/2006,4.5685,12/6/2005,4.356,1/24/2006,67.06,1/13/2006,1287.61,12/6/2005,4.482,1/13/2006,90.23
1/11/2006,4.58,12/7/2005,4.364,1/25/2006,65.85,1/17/2006,1282.93,12/7/2005,4.5095,1/17/2006,90.52
1/12/2006,4.6,12/8/2005,4.375,1/26/2006,66.26,1/18/2006,1277.93,12/8/2005,4.4623,1/18/2006,90.63
1/13/2006,4.6,12/9/2005,4.378,1/27/2006,67.76,1/19/2006,1285.04,12/9/2005,4.5233,1/19/2006,90.37
1/16/2006,4.6,12/12/2005,4.38,1/30/2006,68.35,1/20/2006,1261.49,12/12/2005,4.547,1/20/2006,90.19
1/17/2006,4.60225,12/13/2005,4.3845,1/31/2006,67.92,1/23/2006,1263.82,12/13/2005,4.5193,1/23/2006,89.68
1/18/2006,4.601,12/14/2005,4.378,2/1/2006,66.56,1/24/2006,1266.86,12/14/2005,4.4563,1/24/2006,89.67
1/19/2006,4.61375,12/15/2005,4.395,2/2/2006,64.68,1/25/2006,1264.68,12/15/2005,4.4602,1/25/2006,89.74
1/20/2006,4.62,12/16/2005,4.3925,2/3/2006,65.37,1/26/2006,1273.83,12/16/2005,4.4327,1/26/2006,89.88
1/23/2006,4.62288,12/19/2005,4.395,2/6/2006,65.11,1/27/2006,1283.72,12/19/2005,4.4385,1/27/2006,90.09
1/24/2006,4.63,12/20/2005,4.403,2/7/2006,63.09,1/30/2006,1285.2,12/20/2005,4.4601,1/30/2006,90.18
1/25/2006,4.63975,12/21/2005,4.404,2/8/2006,62.55,1/31/2006,1280.08,12/21/2005,4.4877,1/31/2006,90.22
1/26/2006,4.66,12/22/2005,4.415,2/9/2006,62.62,2/1/2006,1282.46,12/22/2005,4.4267,2/1/2006,90.06
1/27/2006,4.6675,12/23/2005,4.421,2/10/2006,61.84,2/2/2006,1270.84,12/23/2005,4.372,2/2/2006,90.3
1/30/2006,4.68,12/26/2005,4.422,2/13/2006,61.24,2/3/2006,1264.03,12/27/2005,4.3366,2/3/2006,90.6
1/31/2006,4.68,12/27/2005,4.42,2/14/2006,59.57,2/6/2006,1265.02,12/28/2005,4.3737,2/6/2006,90.64
2/1/2006,4.69,12/28/2005,4.428,2/15/2006,57.65,2/7/2006,1254.78,12/29/2005,4.3541,2/7/2006,90.62
2/2/2006,4.71,12/29/2005,4.445,2/16/2006,58.46,2/8/2006,1265.65,12/30/2005,4.3911,2/8/2006,90.93
2/3/2006,4.71,12/30/2005,4.452,2/17/2006,59.88,2/9/2006,1263.78,1/2/2006,4.3911,2/9/2006,90.72
2/6/2006,4.715,1/2/2006,4.456,2/21/2006,61.1,2/10/2006,1266.99,1/3/2006,4.3637,2/10/2006,90.77
2/7/2006,4.72,1/3/2006,4.455,2/22/2006,61.01,2/13/2006,1262.86,1/4/2006,4.3422,2/13/2006,90.87
2/8/2006,4.72,1/4/2006,4.4565,2/23/2006,60.54,2/14/2006,1275.53,1/5/2006,4.3519,2/14/2006,90.85
2/9/2006,4.74,1/5/2006,4.468,2/24/2006,62.91,2/15/2006,1280,1/6/2006,4.3733,2/15/2006,90.95
2/10/2006,4.74063,1/6/2006,4.485,2/27/2006,61,2/16/2006,1289.38,1/9/2006,4.3654,2/16/2006,91.04
2/13/2006,4.74875,1/9/2006,4.4905,2/28/2006,61.41,2/17/2006,1287.24,1/10/2006,4.4243,2/17/2006,90.89
2/14/2006,4.75,1/10/2006,4.5,3/1/2006,61.97,2/21/2006,1283.03,1/11/2006,4.4518,2/21/2006,90.79
2/15/2006,4.75,1/11/2006,4.508,3/2/2006,63.36,2/22/2006,1292.67,1/12/2006,4.4026,2/22/2006,90.92
2/16/2006,4.77,1/12/2006,4.5245,3/3/2006,63.67,2/23/2006,1287.79,1/13/2006,4.3534,2/23/2006,90.67
2/17/2006,4.77,1/13/2006,4.524,3/6/2006,62.41,2/24/2006,1289.43,1/16/2006,4.3534,2/24/2006,90.71
2/20/2006,4.77031,1/16/2006,4.527,3/7/2006,61.58,2/27/2006,1294.12,1/17/2006,4.324,2/27/2006,90.5
2/21/2006,4.77375,1/17/2006,4.525,3/8/2006,60.02,2/28/2006,1280.66,1/18/2006,4.3318,2/28/2006,90.69
2/22/2006,4.78,1/18/2006,4.5265,3/9/2006,60.47,3/1/2006,1291.24,1/19/2006,4.3729,3/1/2006,90.31
2/23/2006,4.8,1/19/2006,4.55,3/10/2006,59.96,3/2/2006,1289.14,1/20/2006,4.3493,3/2/2006,90.11
2/24/2006,4.81,1/20/2006,4.545,3/13/2006,61.77,3/3/2006,1287.23,1/23/2006,4.3551,3/3/2006,90.24
2/27/2006,4.82,1/23/2006,4.5555,3/14/2006,63.1,3/6/2006,1278.26,1/24/2006,4.3904,3/6/2006,90.57
2/28/2006,4.8225,1/24/2006,4.559,3/15/2006,62.17,3/7/2006,1275.88,1/25/2006,4.4754,3/7/2006,91.1
3/1/2006,4.83,1/25/2006,4.583,3/16/2006,63.58,3/8/2006,1278.47,1/26/2006,4.5171,3/8/2006,91.32
3/2/2006,4.84,1/26/2006,4.5945,3/17/2006,62.77,3/9/2006,1272.23,1/27/2006,4.5092,3/9/2006,91.31
3/3/2006,4.85,1/27/2006,4.598,3/20/2006,60.42,3/10/2006,1281.58,1/30/2006,4.5251,3/10/2006,91.5
3/6/2006,4.86,1/30/2006,4.6055,3/21/2006,60.57,3/13/2006,1284.13,1/31/2006,4.5152,3/13/2006,91.42
3/7/2006,4.87,1/31/2006,4.608,3/22/2006,61.77,3/14/2006,1297.48,2/1/2006,4.5551,3/14/2006,90.86
3/8/2006,4.88,2/1/2006,4.618,3/23/2006,63.91,3/15/2006,1303.02,2/2/2006,4.5571,3/15/2006,90.76
3/9/2006,4.89,2/2/2006,4.633,3/24/2006,64.26,3/16/2006,1305.33,2/3/2006,4.5232,3/16/2006,90.43
3/10/2006,4.9,2/3/2006,4.633,3/27/2006,64.16,3/17/2006,1307.25,2/6/2006,4.5432,3/17/2006,90.38
3/13/2006,4.91,2/6/2006,4.6375,3/28/2006,66.07,3/20/2006,1305.08,2/7/2006,4.5652,3/20/2006,90.58
3/14/2006,4.91688,2/7/2006,4.64,3/29/2006,66.45,3/21/2006,1297.23,2/8/2006,4.5873,3/21/2006,90.99
3/15/2006,4.92,2/8/2006,4.65,3/30/2006,67.15,3/22/2006,1305.04,2/9/2006,4.5432,3/22/2006,91
3/16/2006,4.93,2/9/2006,4.67,3/31/2006,66.63,3/23/2006,1301.67,2/10/2006,4.5845,3/23/2006,91.36
3/17/2006,4.93,2/10/2006,4.667,4/3/2006,66.74,3/24/2006,1302.95,2/13/2006,4.5766,3/24/2006,91.3
3/20/2006,4.93538,2/13/2006,4.684,4/4/2006,66.23,3/27/2006,1301.61,2/14/2006,4.6102,3/27/2006,91.28
3/21/2006,4.94,2/14/2006,4.68,4/5/2006,67.07,3/28/2006,1293.23,2/15/2006,4.5964,3/28/2006,91.26
3/22/2006,4.95031,2/15/2006,4.688,4/6/2006,67.94,3/29/2006,1302.89,2/16/2006,4.5825,3/29/2006,91.52
3/23/2006,4.96,2/16/2006,4.71,4/7/2006,67.39,3/30/2006,1300.25,2/17/2006,4.5372,3/30/2006,91.09
3/24/2006,4.96475,2/17/2006,4.706,4/10/2006,68.74,3/31/2006,1294.83,2/20/2006,4.5372,3/31/2006,90.95
3/27/2006,4.96,2/20/2006,4.709,4/11/2006,68.98,4/3/2006,1297.81,2/21/2006,4.5648,4/3/2006,91.18
3/28/2006,4.96,2/21/2006,4.7195,4/12/2006,68.62,4/4/2006,1305.93,2/22/2006,4.5215,4/4/2006,90.75
3/29/2006,4.97938,2/22/2006,4.724,4/13/2006,69.32,4/5/2006,1311.56,2/23/2006,4.5549,4/5/2006,90.73
3/30/2006,4.99,2/23/2006,4.7465,4/17/2006,70.4,4/6/2006,1309.04,2/24/2006,4.5727,4/6/2006,90.82
3/31/2006,5,2/24/2006,4.7515,4/18/2006,71.35,4/7/2006,1295.5,2/27/2006,4.5905,4/7/2006,91.09
4/3/2006,5,2/27/2006,4.755,4/19/2006,72.17,4/10/2006,1296.6,2/28/2006,4.551,4/10/2006,91.09
4/4/2006,5.01,2/28/2006,4.7585,4/20/2006,71.95,4/11/2006,1286.57,3/1/2006,4.5845,4/11/2006,91
4/5/2006,5.01375,3/1/2006,4.768,4/21/2006,75.17,4/12/2006,1288.12,3/2/2006,4.6282,4/12/2006,91.05
4/6/2006,5.0225,3/2/2006,4.777,4/24/2006,73.33,4/13/2006,1289.12,3/3/2006,4.6801,4/13/2006,91.15
4/7/2006,5.02813,3/3/2006,4.786,4/25/2006,72.88,4/17/2006,1285.33,3/6/2006,4.7504,4/14/2006,91.14
4/10/2006,5.04469,3/6/2006,4.7965,4/26/2006,71.93,4/18/2006,1307.65,3/7/2006,4.7223,4/17/2006,90.56
4/11/2006,5.05,3/7/2006,4.805,4/27/2006,70.97,4/19/2006,1309.93,3/8/2006,4.7263,4/18/2006,90.39
4/12/2006,5.06825,3/8/2006,4.8125,4/28/2006,71.88,4/20/2006,1311.46,3/9/2006,4.7243,4/19/2006,90.06
4/13/2006,5.07688,3/9/2006,4.826,5/1/2006,73.7,4/21/2006,1311.28,3/10/2006,4.7567,4/20/2006,90.21
4/18/2006,5.08,3/10/2006,4.8388,5/2/2006,74.61,4/24/2006,1308.11,3/13/2006,4.7668,4/21/2006,90.1
4/19/2006,5.07469,3/13/2006,4.846,5/3/2006,72.28,4/25/2006,1301.74,3/14/2006,4.6924,4/24/2006,89.71
4/20/2006,5.09,3/14/2006,4.8355,5/4/2006,69.94,4/26/2006,1305.41,3/15/2006,4.7266,4/25/2006,89.59
4/21/2006,5.1,3/15/2006,4.851,5/5/2006,70.19,4/27/2006,1309.72,3/16/2006,4.6404,4/26/2006,89.49
4/24/2006,5.1075,3/16/2006,4.844,5/8/2006,69.77,4/28/2006,1310.61,3/17/2006,4.6705,4/27/2006,89.08
4/25/2006,5.11,3/17/2006,4.851,5/9/2006,70.69,5/1/2006,1305.19,3/20/2006,4.6565,4/28/2006,88.78
4/26/2006,5.12563,3/20/2006,4.866,5/10/2006,72.13,5/2/2006,1313.21,3/21/2006,4.7167,5/1/2006,88.57
4/27/2006,5.14875,3/21/2006,4.88,5/11/2006,73.32,5/3/2006,1307.85,3/22/2006,4.6986,5/2/2006,88.41
4/28/2006,5.13,3/22/2006,4.8855,5/12/2006,72.04,5/4/2006,1312.25,3/23/2006,4.7329,5/3/2006,88.2
5/2/2006,5.14563,3/23/2006,4.8963,5/15/2006,69.41,5/5/2006,1325.76,3/24/2006,4.6686,5/4/2006,88.2
5/3/2006,5.15,3/24/2006,4.881,5/16/2006,69.53,5/8/2006,1324.66,3/27/2006,4.7028,5/5/2006,87.93
5/4/2006,5.16,3/27/2006,4.888,5/17/2006,68.69,5/9/2006,1325.14,3/28/2006,4.7797,5/8/2006,87.82
5/5/2006,5.16625,3/28/2006,4.9105,5/18/2006,69.45,5/10/2006,1322.85,3/29/2006,4.8041,5/9/2006,87.6
5/8/2006,5.16,3/29/2006,4.9105,5/19/2006,68.53,5/11/2006,1305.92,3/30/2006,4.8551,5/10/2006,87.28
5/9/2006,5.16188,3/30/2006,4.9255,5/22/2006,69.23,5/12/2006,1291.24,3/31/2006,4.8472,5/11/2006,87.11
5/10/2006,5.16438,3/31/2006,4.93,5/23/2006,71.76,5/15/2006,1294.5,4/3/2006,4.8615,5/12/2006,87.46
5/11/2006,5.17,4/3/2006,4.939,5/24/2006,69.86,5/16/2006,1292.08,4/4/2006,4.8637,5/15/2006,87.79
5/12/2006,5.17,4/4/2006,4.948,5/25/2006,71.32,5/17/2006,1270.32,4/5/2006,4.8433,5/16/2006,87.68
5/15/2006,5.17063,4/5/2006,4.948,5/26/2006,71.37,5/18/2006,1261.81,4/6/2006,4.8987,5/17/2006,87.97
5/16/2006,5.1725,4/6/2006,4.961,5/30/2006,72.03,5/19/2006,1267.03,4/7/2006,4.9774,5/18/2006,88.12
5/17/2006,5.17381,4/7/2006,4.9785,5/31/2006,71.29,5/22/2006,1262.07,4/10/2006,4.9526,5/19/2006,88.37
5/18/2006,5.18938,4/10/2006,4.9845,6/1/2006,70.34,5/23/2006,1256.58,4/11/2006,4.9197,5/22/2006,88.33
5/19/2006,5.19375,4/11/2006,4.988,6/2/2006,72.33,5/24/2006,1258.57,4/12/2006,4.9777,5/23/2006,88.08
5/22/2006,5.2075,4/12/2006,5.008,6/5/2006,72.6,5/25/2006,1272.88,4/13/2006,5.0447,5/24/2006,88.73
5/23/2006,5.21,4/13/2006,5.016,6/6/2006,72.5,5/26/2006,1280.16,4/14/2006,5.0448,5/25/2006,88.18
5/24/2006,5.21438,4/14/2006,5.016,6/7/2006,70.82,5/30/2006,1259.84,4/17/2006,5.0032,5/26/2006,88.3
5/25/2006,5.22,4/17/2006,5.0145,6/8/2006,70.35,5/31/2006,1270.09,4/18/2006,4.9824,5/30/2006,87.99
5/26/2006,5.22688,4/18/2006,5.004,6/9/2006,71.63,6/1/2006,1285.71,4/19/2006,5.0221,5/31/2006,88.01
5/30/2006,5.23063,4/19/2006,5.01,6/12/2006,70.36,6/2/2006,1288.22,4/20/2006,5.0389,6/1/2006,88.17
5/31/2006,5.23813,4/20/2006,5.025,6/13/2006,68.56,6/5/2006,1265.29,4/21/2006,5.0079,6/2/2006,87.91
6/1/2006,5.27063,4/21/2006,5.0345,6/14/2006,69.14,6/6/2006,1263.85,4/24/2006,4.9768,6/5/2006,87.78
6/2/2006,5.27,4/24/2006,5.035,6/15/2006,69.5,6/7/2006,1256.15,4/25/2006,5.0667,6/6/2006,88.56
6/5/2006,5.23625,4/25/2006,5.05,6/16/2006,69.88,6/8/2006,1257.93,4/26/2006,5.1046,6/7/2006,88.53
6/6/2006,5.27,4/26/2006,5.073,6/19/2006,68.98,6/9/2006,1252.3,4/27/2006,5.0669,6/8/2006,89.31
6/7/2006,5.2825,4/27/2006,5.051,6/20/2006,68.94,6/12/2006,1236.4,4/28/2006,5.0505,6/9/2006,88.98
6/8/2006,5.3,4/28/2006,5.045,6/21/2006,70.33,6/13/2006,1223.69,5/1/2006,5.1369,6/12/2006,89
6/9/2006,5.31,5/1/2006,5.066,6/22/2006,70.84,6/14/2006,1230.04,5/2/2006,5.1075,6/13/2006,89.38
6/12/2006,5.31938,5/2/2006,5.0665,6/23/2006,70.87,6/15/2006,1256.16,5/3/2006,5.1414,6/14/2006,89.3
6/13/2006,5.32938,5/3/2006,5.084,6/26/2006,71.8,6/16/2006,1251.54,5/4/2006,5.1521,6/15/2006,89.39
6/14/2006,5.34063,5/4/2006,5.09,6/27/2006,71.92,6/19/2006,1240.14,5/5/2006,5.0997,6/16/2006,89.45
6/15/2006,5.39563,5/5/2006,5.079,6/28/2006,72.19,6/20/2006,1240.12,5/8/2006,5.1104,6/19/2006,89.63
6/16/2006,5.41375,5/8/2006,5.084,6/29/2006,73.52,6/21/2006,1252.2,5/9/2006,5.1211,6/20/2006,89.5
6/19/2006,5.42438,5/9/2006,5.0845,6/30/2006,73.93,6/22/2006,1245.6,5/10/2006,5.1234,6/21/2006,89.08
6/20/2006,5.43688,5/10/2006,5.0935,7/3/2006,73.93,6/23/2006,1244.5,5/11/2006,5.151,6/22/2006,89.63
6/21/2006,5.44875,5/11/2006,5.0985,7/5/2006,75.19,6/26/2006,1250.56,5/12/2006,5.1938,6/23/2006,89.9
6/22/2006,5.46,5/12/2006,5.1015,7/6/2006,75.14,6/27/2006,1239.2,5/15/2006,5.1533,6/26/2006,89.86
6/23/2006,5.48,5/15/2006,5.108,7/7/2006,74.09,6/28/2006,1246,5/16/2006,5.0947,6/27/2006,89.76
6/26/2006,5.49,5/16/2006,5.0965,7/10/2006,73.61,6/29/2006,1272.87,5/17/2006,5.1431,6/28/2006,89.89
6/27/2006,5.5,5/17/2006,5.119,7/11/2006,74.16,6/30/2006,1270.2,5/18/2006,5.0605,6/29/2006,89.74
6/28/2006,5.49875,5/18/2006,5.127,7/12/2006,74.95,7/3/2006,1280.19,5/19/2006,5.0584,6/30/2006,89.16
6/29/2006,5.50813,5/19/2006,5.1455,7/13/2006,76.7,7/5/2006,1270.91,5/22/2006,5.0383,7/3/2006,88.64
6/30/2006,5.48063,5/22/2006,5.145,7/14/2006,77.03,7/6/2006,1274.08,5/23/2006,5.0123,7/5/2006,88.92
7/3/2006,5.48,5/23/2006,5.1405,7/17/2006,75.3,7/7/2006,1265.48,5/24/2006,5.0363,7/6/2006,88.73
7/4/2006,5.48563,5/24/2006,5.146,7/18/2006,73.54,7/10/2006,1267.34,5/25/2006,5.0683,7/7/2006,88.31
7/5/2006,5.48875,5/25/2006,5.153,7/19/2006,72.66,7/11/2006,1272.52,5/26/2006,5.0481,7/10/2006,88.55
7/6/2006,5.50719,5/26/2006,5.1535,7/20/2006,73.08,7/12/2006,1258.6,5/29/2006,5.0481,7/11/2006,88.77
7/7/2006,5.51,5/29/2006,5.1535,7/21/2006,74.43,7/13/2006,1242.29,5/30/2006,5.0762,7/12/2006,89.11
7/10/2006,5.5,5/30/2006,5.159,7/24/2006,75.05,7/14/2006,1236.2,5/31/2006,5.1186,7/13/2006,89.11
7/11/2006,5.5,5/31/2006,5.201,7/25/2006,73.75,7/17/2006,1234.49,6/1/2006,5.0984,7/14/2006,89.25
7/12/2006,5.50031,6/1/2006,5.203,7/26/2006,73.94,7/18/2006,1236.86,6/2/2006,4.9898,7/17/2006,89.63
7/13/2006,5.50688,6/2/2006,5.148,7/27/2006,74.54,7/19/2006,1259.81,6/5/2006,5.0177,7/18/2006,89.73
7/14/2006,5.49813,6/5/2006,5.2035,7/28/2006,73.24,7/20/2006,1249.13,6/6/2006,4.9997,7/19/2006,89.52
7/17/2006,5.49,6/6/2006,5.223,7/31/2006,74.4,7/21/2006,1240.29,6/7/2006,5.0177,7/20/2006,89.19
7/18/2006,5.5,6/7/2006,5.231,8/1/2006,74.91,7/24/2006,1260.91,6/8/2006,4.9936,7/21/2006,89.13
7/19/2006,5.52,6/8/2006,5.243,8/2/2006,75.81,7/25/2006,1268.88,6/9/2006,4.9714,7/24/2006,89.39
7/20/2006,5.51063,6/9/2006,5.249,8/3/2006,75.46,7/26/2006,1268.4,6/12/2006,4.9774,7/25/2006,89.58
7/21/2006,5.485,6/12/2006,5.257,8/4/2006,74.76,7/27/2006,1263.2,6/13/2006,4.9613,7/26/2006,89.34
7/24/2006,5.49,6/13/2006,5.275,8/7/2006,76.98,7/28/2006,1278.55,6/14/2006,5.0617,7/27/2006,88.86
7/25/2006,5.49,6/14/2006,5.3215,8/8/2006,76.31,7/31/2006,1276.66,6/15/2006,5.094,7/28/2006,88.64
7/26/2006,5.5,6/15/2006,5.355,8/9/2006,76.35,8/1/2006,1270.92,6/16/2006,5.1264,7/31/2006,89.05
7/27/2006,5.485,6/16/2006,5.36,8/10/2006,74,8/2/2006,1278.55,6/19/2006,5.1345,8/1/2006,88.8
7/28/2006,5.48875,6/19/2006,5.3655,8/11/2006,74.35,8/3/2006,1280.27,6/20/2006,5.1487,8/2/2006,88.58
7/31/2006,5.46563,6/20/2006,5.378,8/14/2006,73.53,8/4/2006,1279.36,6/21/2006,5.1528,8/3/2006,88.74
8/1/2006,5.4675,6/21/2006,5.381,8/15/2006,73.05,8/7/2006,1275.77,6/22/2006,5.208,8/4/2006,88.26
8/2/2006,5.47188,6/22/2006,5.404,8/16/2006,71.89,8/8/2006,1271.48,6/23/2006,5.2223,8/7/2006,88.24
8/3/2006,5.48,6/23/2006,5.418,8/17/2006,70.06,8/9/2006,1265.95,6/26/2006,5.2326,8/8/2006,88.39
8/4/2006,5.49938,6/26/2006,5.4235,8/18/2006,71.14,8/10/2006,1271.81,6/27/2006,5.1998,8/9/2006,88.21
8/7/2006,5.44,6/27/2006,5.4135,8/21/2006,72.45,8/11/2006,1266.74,6/28/2006,5.2429,8/10/2006,88.61
8/8/2006,5.44594,6/28/2006,5.425,8/22/2006,72.63,8/14/2006,1268.21,6/29/2006,5.1936,8/11/2006,88.58
8/9/2006,5.40375,6/29/2006,5.393,8/23/2006,71.76,8/15/2006,1285.58,6/30/2006,5.1364,8/14/2006,88.74
8/10/2006,5.40188,6/30/2006,5.3885,8/24/2006,72.36,8/16/2006,1295.43,7/3/2006,5.1486,8/15/2006,88.58
8/11/2006,5.405,7/3/2006,5.398,8/25/2006,72.51,8/17/2006,1297.48,7/4/2006,5.1486,8/16/2006,88.21
8/14/2006,5.41625,7/4/2006,5.402,8/28/2006,70.61,8/18/2006,1302.3,7/5/2006,5.2204,8/17/2006,88.15
8/15/2006,5.42625,7/5/2006,5.43,8/29/2006,69.71,8/21/2006,1297.52,7/6/2006,5.1793,8/18/2006,88.53
8/16/2006,5.41,7/6/2006,5.42,8/30/2006,70.03,8/22/2006,1298.82,7/7/2006,5.1261,8/21/2006,88.21
8/17/2006,5.3925,7/7/2006,5.41,8/31/2006,70.26,8/23/2006,1292.99,7/10/2006,5.1241,8/22/2006,88.46
8/18/2006,5.39938,7/10/2006,5.418,9/1/2006,69.19,8/24/2006,1296.06,7/11/2006,5.0996,8/23/2006,88.4
8/21/2006,5.39813,7/11/2006,5.4125,9/5/2006,68.6,8/25/2006,1295.09,7/12/2006,5.0976,8/24/2006,88.59
8/22/2006,5.4,7/12/2006,5.4255,9/6/2006,67.5,8/28/2006,1301.78,7/13/2006,5.063,8/25/2006,88.74
8/23/2006,5.4,7/13/2006,5.411,9/7/2006,67.32,8/29/2006,1304.28,7/14/2006,5.0629,8/28/2006,88.69
8/24/2006,5.4,7/14/2006,5.4065,9/8/2006,66.25,8/30/2006,1304.27,7/17/2006,5.0629,8/29/2006,88.61
8/25/2006,5.4,7/17/2006,5.4115,9/11/2006,65.61,8/31/2006,1303.82,7/18/2006,5.1302,8/30/2006,88.48
8/29/2006,5.4,7/18/2006,5.434,9/12/2006,63.76,9/1/2006,1311.01,7/19/2006,5.0487,8/31/2006,88.49
8/30/2006,5.4,7/19/2006,5.4255,9/13/2006,63.97,9/5/2006,1313.25,7/20/2006,5.0263,9/1/2006,88.37
8/31/2006,5.3975,7/20/2006,5.3955,9/14/2006,63.22,9/6/2006,1300.26,7/21/2006,5.0404,9/5/2006,88.29
9/1/2006,5.39063,7/21/2006,5.394,9/15/2006,63.33,9/7/2006,1294.02,7/24/2006,5.0424,9/6/2006,88.49
9/4/2006,5.39,7/24/2006,5.404,9/18/2006,63.8,9/8/2006,1298.92,7/25/2006,5.0628,9/7/2006,88.68
